Broad Age Groups and Sex for Region Summary
Region, Country, Year, Age, Both Sexes Population, Male Population, Female Population, Percent Both Sexes, Percent Male, Percent Female, Sex Ratio
"World","Syria",2020,15-64,12040702,5947353,6093349,62.1,61.5,62.7,97.6
"World","Syria",2020,65+,864230,404813,459417,4.5,4.2,4.7,88.1
"World","Taiwan",2020,Total,23603049,11639803,11963246,100.0,100.0,100.0,97.3
"World","Taiwan",2020,0-14,2931198,1504704,1426494,12.4,12.9,11.9,105.5
"World","Taiwan",2020,15-64,16960799,8453623,8507176,71.9,72.6,71.1,99.4
"World","Taiwan",2020,65+,3711052,1681476,2029576,15.7,14.4,17.0,82.8
"World","Tajikistan",2020,Total,8873669,4412893,4460776,100.0,100.0,100.0,98.9
"World","Tajikistan",2020,0-14,2788716,1420271,1368445,31.4,32.2,30.7,103.8
"World","Tajikistan",2020,15-64,5762966,2859791,2903175,64.9,64.8,65.1,98.5
"World","Tajikistan",2020,65+,321987,132831,189156,3.6,3.0,4.2,70.2
"World","Tanzania",2020,Total,58552845,29226794,29326051,100.0,100.0,100.0,99.7
"World","Tanzania",2020,0-14,25001887,12632772,12369115,42.7,43.2,42.2,102.1
"World","Tanzania",2020,15-64,31746119,15846088,15900031,54.2,54.2,54.2,99.7
"World","Tanzania",2020,65+,1804839,747934,1056905,3.1,2.6,3.6,70.8
"World","Thailand",2020,Total,68977400,33791358,35186042,100.0,100.0,100.0,96.0
"World","Thailand",2020,0-14,11346575,5812803,5533772,16.4,17.2,15.7,105.0
"World","Thailand",2020,15-64,49476433,24425282,25051151,71.7,72.3,71.2,97.5
"World","Thailand",2020,65+,8154392,3553273,4601119,11.8,10.5,13.1,77.2
"World","Timor",2020,Total,1383723,691486,692237,100.0,100.0,100.0,99.9
"World","Timor",2020,0-14,552915,284353,268562,40.0,41.1,38.8,105.9
"World","Timor",2020,15-64,774631,379980,394651,56.0,55.0,57.0,96.3
"World","Timor",2020,65+,56177,27153,29024,4.1,3.9,4.2,93.6
"World","Togo",2020,Total,8608444,4269397,4339047,100.0,100.0,100.0,98.4
"World","Togo",2020,0-14,3419897,1716667,1703230,39.7,40.2,39.3,100.8
"World","Togo",2020,15-64,4881169,2420426,2460743,56.7,56.7,56.7,98.4
"World","Togo",2020,65+,307378,132304,175074,3.6,3.1,4.0,75.6
"World","Tonga",2020,Total,106095,53224,52871,100.0,100.0,100.0,100.7
"World","Tonga",2020,0-14,33948,17250,16698,32.0,32.4,31.6,103.3
"World","Tonga",2020,15-64,64904,32725,32179,61.2,61.5,60.9,101.7
"World","Tonga",2020,65+,7243,3249,3994,6.8,6.1,7.6,81.3
"World","Trinidad and Tobago",2020,Total,1208789,612651,596138,100.0,100.0,100.0,102.8
"World","Trinidad and Tobago",2020,0-14,229758,116953,112805,19.0,19.1,18.9,103.7
"World","Trinidad and Tobago",2020,15-64,832688,431606,401082,68.9,70.4,67.3,107.6
"World","Trinidad and Tobago",2020,65+,146343,64092,82251,12.1,10.5,13.8,77.9
"World","Tunisia",2020,Total,11721177,5820999,5900178,100.0,100.0,100.0,98.7
"World","Tunisia",2020,0-14,2963191,1529834,1433357,25.3,26.3,24.3,106.7
"World","Tunisia",2020,15-64,7719926,3799563,3920363,65.9,65.3,66.4,96.9
"World","Tunisia",2020,65+,1038060,491602,546458,8.9,8.4,9.3,90.0
"World","Turkey",2020,Total,82017514,41210055,40807459,100.0,100.0,100.0,101.0
"World","Turkey",2020,0-14,19202320,9823553,9378767,23.4,23.8,23.0,104.7
"World","Turkey",2020,15-64,55962762,28316244,27646518,68.2,68.7,67.7,102.4
"World","Turkey",2020,65+,6852432,3070258,3782174,8.4,7.5,9.3,81.2
"World","Turkmenistan",2020,Total,5528627,2737855,2790772,100.0,100.0,100.0,98.1
"World","Turkmenistan",2020,0-14,1406483,713441,693042,25.4,26.1,24.8,102.9
"World","Turkmenistan",2020,15-64,3824816,1895082,1929734,69.2,69.2,69.1,98.2
"World","Turkmenistan",2020,65+,297328,129332,167996,5.4,4.7,6.0,77.0
"World","Turks and Caicos Islands",2020,Total,55926,28156,27770,100.0,100.0,100.0,101.4
"World","Turks and Caicos Islands",2020,0-14,11929,6077,5852,21.3,21.6,21.1,103.8
"World","Turks and Caicos Islands",2020,15-64,41108,20715,20393,73.5,73.6,73.4,101.6
"World","Turks and Caicos Islands",2020,65+,2889,1364,1525,5.2,4.8,5.5,89.4
"World","Tuvalu",2020,Total,11342,5615,5727,100.0,100.0,100.0,98.0
"World","Tuvalu",2020,0-14,3337,1711,1626,29.4,30.5,28.4,105.2
"World","Tuvalu",2020,15-64,7247,3615,3632,63.9,64.4,63.4,99.5
"World","Tuvalu",2020,65+,758,289,469,6.7,5.1,8.2,61.6
"World","Uganda",2020,Total,43252966,21008983,22243983,100.0,100.0,100.0,94.4
"World","Uganda",2020,0-14,20853789,10548913,10304876,48.2,50.2,46.3,102.4
"World","Uganda",2020,15-64,21367965,10017911,11350054,49.4,47.7,51.0,88.3
"World","Uganda",2020,65+,1031212,442159,589053,2.4,2.1,2.6,75.1
"World","Ukraine",2020,Total,43922939,20356146,23566793,100.0,100.0,100.0,86.4
"World","Ukraine",2020,0-14,7097014,3658127,3438887,16.2,18.0,14.6,106.4
"World","Ukraine",2020,15-64,29344786,14174419,15170367,66.8,69.6,64.4,93.4
"World","Ukraine",2020,65+,7481139,2523600,4957539,17.0,12.4,21.0,50.9
"World","United Arab Emirates",2020,Total,9992083,7186974,2805109,100.0,100.0,100.0,256.2
"World","United Arab Emirates",2020,0-14,1443822,745492,698330,14.4,10.4,24.9,106.8
"World","United Arab Emirates",2020,15-64,8358902,6295261,2063641,83.7,87.6,73.6,305.1
"World","United Arab Emirates",2020,65+,189359,146221,43138,1.9,2.0,1.5,339.0
"World","United Kingdom",2020,Total,65761117,32753329,33007788,100.0,100.0,100.0,99.2
"World","United Kingdom",2020,0-14,11595215,5943435,5651780,17.6,18.1,17.1,105.2
"World","United Kingdom",2020,15-64,42014475,21339778,20674697,63.9,65.2,62.6,103.2
"World","United Kingdom",2020,65+,12151427,5470116,6681311,18.5,16.7,20.2,81.9
"World","United States",2020,Total,332639102,163904476,168734626,100.0,100.0,100.0,97.1
"World","United States",2020,0-14,61408926,31374555,30034371,18.5,19.1,17.8,104.5
"World","United States",2020,15-64,215178610,107515774,107662836,64.7,65.6,63.8,99.9
"World","United States",2020,65+,56051566,25014147,31037419,16.9,15.3,18.4,80.6
"World","Uruguay",2020,Total,3387605,1639364,1748241,100.0,100.0,100.0,93.8
"World","Uruguay",2020,0-14,660899,336336,324563,19.5,20.5,18.6,103.6
"World","Uruguay",2020,15-64,2228352,1102512,1125840,65.8,67.3,64.4,97.9
"World","Uruguay",2020,65+,498354,200516,297838,14.7,12.2,17.0,67.3
"World","Uzbekistan",2020,Total,30565411,15202560,15362851,100.0,100.0,100.0,99.0
"World","Uzbekistan",2020,0-14,7088443,3631693,3456750,23.2,23.9,22.5,105.1
"World","Uzbekistan",2020,15-64,21682359,10802098,10880261,70.9,71.1,70.8,99.3
"World","Uzbekistan",2020,65+,1794609,768769,1025840,5.9,5.1,6.7,74.9
"World","Vanuatu",2020,Total,298333,148574,149759,100.0,100.0,100.0,99.2
"World","Vanuatu",2020,0-14,100378,51267,49111,33.6,34.5,32.8,104.4
"World","Vanuatu",2020,15-64,184873,90789,94084,62.0,61.1,62.8,96.5
"World","Vanuatu",2020,65+,13082,6518,6564,4.4,4.4,4.4,99.3
"World","Venezuela",2020,Total,28644603,14249781,14394822,100.0,100.0,100.0,99.0
"World","Venezuela",2020,0-14,7351177,3759280,3591897,25.7,26.4,25.0,104.7
"World","Venezuela",2020,15-64,18951518,9421239,9530279,66.2,66.1,66.2,98.9
"World","Venezuela",2020,65+,2341908,1069262,1272646,8.2,7.5,8.8,84.0
"World","Vietnam",2020,Total,98721275,49527066,49194209,100.0,100.0,100.0,100.7
"World","Vietnam",2020,0-14,22323782,11733704,10590078,22.6,23.7,21.5,110.8
"World","Vietnam",2020,15-64,69572561,35090399,34482162,70.5,70.9,70.1,101.8
"World","Vietnam",2020,65+,6824932,2702963,4121969,6.9,5.5,8.4,65.6
"World","Virgin Islands, British",2020,Total,37381,17793,19588,100.0,100.0,100.0,90.8
"World","Virgin Islands, British",2020,0-14,6202,3060,3142,16.6,17.2,16.0,97.4
"World","Virgin Islands, British",2020,15-64,27406,12925,14481,73.3,72.6,73.9,89.3
"World","Virgin Islands, British",2020,65+,3773,1808,1965,10.1,10.2,10.0,92.0
"World","Virgin Islands, U.S.",2020,Total,106235,50606,55629,100.0,100.0,100.0,91.0
"World","Virgin Islands, U.S.",2020,0-14,21142,10820,10322,19.9,21.4,18.6,104.8
"World","Virgin Islands, U.S.",2020,15-64,64705,30633,34072,60.9,60.5,61.2,89.9
"World","Virgin Islands, U.S.",2020,65+,20388,9153,11235,19.2,18.1,20.2,81.5
"World","Wallis and Futuna",2020,Total,15854,8067,7787,100.0,100.0,100.0,103.6
"World","Wallis and Futuna",2020,0-14,3263,1702,1561,20.6,21.1,20.0,109.0
"World","Wallis and Futuna",2020,15-64,10810,5509,5301,68.2,68.3,68.1,103.9
"World","Wallis and Futuna",2020,65+,1781,856,925,11.2,10.6,11.9,92.5
"World","West Bank",2020,Total,2900034,1474825,1425209,100.0,100.0,100.0,103.5
"World","West Bank",2020,0-14,1024103,525645,498458,35.3,35.6,35.0,105.5
"World","West Bank",2020,15-64,1770894,900793,870101,61.1,61.1,61.1,103.5
"World","West Bank",2020,65+,105037,48387,56650,3.6,3.3,4.0,85.4
"World","Western Sahara",2020,Total,652271,323769,328502,100.0,100.0,100.0,98.6
"World","Western Sahara",2020,0-14,236716,119719,116997,36.3,37.0,35.6,102.3
"World","Western Sahara",2020,15-64,388807,192248,196559,59.6,59.4,59.8,97.8
"World","Western Sahara",2020,65+,26748,11802,14946,4.1,3.6,4.5,79.0
"World","Yemen",2020,Total,29884405,15102987,14781418,100.0,100.0,100.0,102.2
"World","Yemen",2020,0-14,11269836,5736740,5533096,37.7,38.0,37.4,103.7
"World","Yemen",2020,15-64,17735439,8969915,8765524,59.3,59.4,59.3,102.3
"World","Yemen",2020,65+,879130,396332,482798,2.9,2.6,3.3,82.1
"World","Zambia",2020,Total,17426623,8706249,8720374,100.0,100.0,100.0,99.8
"World","Zambia",2020,0-14,7970103,4005134,3964969,45.7,46.0,45.5,101.0
"World","Zambia",2020,15-64,9061622,4527533,4534089,52.0,52.0,52.0,99.9
"World","Zambia",2020,65+,394898,173582,221316,2.3,2.0,2.5,78.4
"World","Zimbabwe",2020,Total,14546314,7141219,7405095,100.0,100.0,100.0,96.4
"World","Zimbabwe",2020,0-14,5573617,2759155,2814462,38.3,38.6,38.0,98.0
"World","Zimbabwe",2020,15-64,8314845,4120608,4194237,57.2,57.7,56.6,98.2
"World","Zimbabwe",2020,65+,657852,261456,396396,4.5,3.7,5.4,66.0
